method,step,n,interval_average_reward_mean,interval_average_reward_se,interval_average_reward_ci95,stream_average_reward_mean,stream_average_reward_se,stream_average_reward_ci95,interval_goals_per_1000_mean,interval_goals_per_1000_se,interval_goals_per_1000_ci95,interval_collision_rate_mean,interval_collision_rate_se,interval_collision_rate_ci95,exact_policy_gain_mean,exact_policy_gain_se,exact_policy_gain_ci95,exact_policy_goal_rate_per_1000_mean,exact_policy_goal_rate_per_1000_se,exact_policy_goal_rate_per_1000_ci95,reward_rate_estimate_mean,reward_rate_estimate_se,reward_rate_estimate_ci95,model_tv_error_mean,model_tv_error_se,model_tv_error_ci95
q_learning,1000,30,1.0318666666666667,0.07537086441765899,0.1477268942586116,1.0318666666666667,0.07537086441765899,0.1477268942586116,103.53333333333333,3.612154874205845,7.079823553443456,0.14233333333333334,0.002429858958743691,0.004762523559137634,1.3964007532650808,0.21409981726590233,0.4196356418411685,122.54843496295834,8.589351978078026,16.83512987703293,2.2542554779688495,0.07937301631475338,0.15557111197691662,nan,nan,nan
q_learning,2000,30,2.0161666666666664,0.03443588356102326,0.06749433177960559,1.5240166666666668,0.04854175524139716,0.09514184027313843,147.66666666666666,1.578835110615865,3.0945168168070953,0.08483333333333333,0.002590026553511126,0.005076452044881807,1.1967776306071047,0.15646966160490866,0.30668053674562096,114.88654167837421,6.327478044742641,12.401856967695576,2.4894693449614658,0.058569316808842135,0.11479586094533058,nan,nan,nan
q_learning,3000,30,2.0690666666666666,0.02683846670395231,0.05260339473974653,1.7056999999999998,0.03875373454586792,0.07595731970990112,150.03333333333333,1.224729229594752,2.400469290005714,0.08163333333333335,0.0020468553584065356,0.00401183650247681,1.6139156162405326,0.13565427171588842,0.2658823725631413,131.83464150160896,5.535488936355898,10.849558315257559,2.4808568795583286,0.042368934406111274,0.08304311143597809,nan,nan,nan
q_learning,4000,30,2.1058000000000003,0.03122857518437203,0.06120800736136918,1.8057249999999998,0.032290276796192265,0.06328894252053684,151.6,1.4244176063364913,2.791858508419523,0.07780000000000001,0.002515423686347706,0.004930230425241503,1.8817919806949726,0.08479895262139099,0.16620594713792633,142.82944219226758,3.390193218745629,6.644778708741433,2.4150355422512897,0.05247099659216433,0.10284315332064209,nan,nan,nan
q_learning,5000,30,2.083466666666667,0.0322955366238704,0.06329925178278598,1.8612733333333336,0.02835953484911622,0.05558468830426779,150.56666666666666,1.474443852552379,2.889909951002663,0.07843333333333334,0.0025840729382491452,0.005064782958968324,1.783336273599007,0.08513933618814774,0.1668730989287696,138.6519466262673,3.65172083393929,7.157372834521008,2.3359637471004797,0.04509525473344787,0.08838669927755782,nan,nan,nan
q_learning,6000,30,2.1024666666666665,0.024455671054855455,0.047933115267516695,1.9014722222222222,0.024270918066986863,0.04757099941129425,151.5,1.138409860943875,2.231283327449995,0.07903333333333334,0.002067528555909667,0.0040523559695829475,2.0133223780872074,0.05449459871789291,0.1068094134870701,147.87499006848924,2.279339701519855,4.4675058149789155,2.3963445327759603,0.036021616088992923,0.07060236753442613,nan,nan,nan
q_learning,7000,30,2.0852666666666666,0.02765040097954281,0.054194785919903905,1.9277285714285715,0.02321438635825095,0.04550019726217186,150.46666666666667,1.264668720724948,2.478750692620898,0.07453333333333334,0.002388060981014125,0.004680599522787685,1.9556869882620547,0.07470703636831534,0.14642579128189806,145.1149925370431,3.3085133857157074,6.484686236002786,2.339195969754168,0.03592449441966708,0.07041200906254748,nan,nan,nan
q_learning,8000,30,2.108566666666667,0.02832089043884464,0.055508945260135494,1.9503333333333333,0.021367594110361,0.04188048445630756,151.46666666666667,1.3128308741854602,2.5731485134035017,0.07223333333333334,0.0022589201638201846,0.004427483521087561,1.9656137674628165,0.08546567493803907,0.16751272287855656,145.44252302316332,3.810919228864607,7.46940168857463,2.351642820831981,0.041547288364532246,0.0814326851944832,nan,nan,nan
q_learning,9000,30,2.1205333333333334,0.032915975694770123,0.06451531236174944,1.9692444444444444,0.02063914549257862,0.0404527251654541,152.16666666666666,1.507897473063746,2.955479047204942,0.07496666666666665,0.002749078563844906,0.005388193985136016,1.9943546086780415,0.06735394377099793,0.13201372979115594,147.14660208700454,2.779330471416264,5.447487723975877,2.3467840793094816,0.036722729082216875,0.07197654900114507,nan,nan,nan
q_learning,10000,30,2.130733333333333,0.028194151726393207,0.055260537383730685,1.9853933333333338,0.01965347030473644,0.03852080179728342,152.73333333333332,1.2666666666666666,2.4826666666666664,0.07666666666666666,0.002706456024870788,0.005304653808746744,1.9621479195288758,0.058461380866944836,0.11458430649921188,145.52762245474105,2.523230036451223,4.945530871444396,2.3952215528596423,0.045189688886198086,0.08857179021694825,nan,nan,nan
