scenario,method,metric,n,difference_vs_q_mean,difference_vs_q_se,difference_vs_q_ci95,bootstrap_ci95_low,bootstrap_ci95_high,ci_excludes_zero
obstacle_abrupt,cafd_lite,mean_normalized_dynamic_regret,20,-0.1869089020848826,0.044976789774021884,0.08815450795708289,-0.2824665000290867,-0.12161947742786608,True
obstacle_abrupt,cafd_lite,postchange_regret_500,20,-0.04730041773130518,0.025331817322606247,0.04965036195230824,-0.09129583809524565,0.004851066420895265,False
obstacle_abrupt,cafd_lite,postchange_regret_2000,20,-0.05941344746197726,0.020904966351728414,0.04097373404938769,-0.10200707200994052,-0.022967051227330573,True
obstacle_abrupt,cafd_lite,tail_dynamic_regret,20,-0.04243584290853423,0.022508727891154223,0.04411710666666228,-0.09047275314624288,-0.012627457111499304,True
obstacle_abrupt,cafd_surprise,mean_normalized_dynamic_regret,20,-0.15979131617034498,0.045112634181283355,0.08842076299531537,-0.2559128513548693,-0.0941879211160636,True
obstacle_abrupt,cafd_surprise,postchange_regret_500,20,-0.03992658603150392,0.0266271786040421,0.052189270063922516,-0.08883225693647415,0.012921830484998788,False
obstacle_abrupt,cafd_surprise,postchange_regret_2000,20,-0.03825753620018799,0.02166584640530401,0.04246505895439586,-0.08222100959818324,-0.0004129690746393881,True
obstacle_abrupt,cafd_surprise,tail_dynamic_regret,20,-0.028998913089421586,0.021610456679465765,0.0423564950917529,-0.07547171502977412,0.00043964214380323594,False
obstacle_abrupt,oracle_dyna,mean_normalized_dynamic_regret,20,-0.19373126674872795,0.04614767643913897,0.09044944582071238,-0.2916056459047544,-0.1270841562128374,True
obstacle_abrupt,oracle_dyna,postchange_regret_500,20,-0.029892184103863396,0.026704411481474236,0.052340646503689504,-0.07906652518103219,0.023504316455037182,False
obstacle_abrupt,oracle_dyna,postchange_regret_2000,20,-0.0843662437714642,0.01894659069129068,0.03713531775492973,-0.12353633594706578,-0.052679245946057336,True
obstacle_abrupt,oracle_dyna,tail_dynamic_regret,20,-0.03954617036656781,0.023013585644165783,0.04510662786256493,-0.0885612427586439,-0.010645912557711768,True
wind_drift,sarsa_lambda,mean_normalized_dynamic_regret,20,0.08611996571718103,0.1028468711828122,0.20157986751831192,-0.11612826854664121,0.27969120581178325,False
wind_drift,sarsa_lambda,postchange_regret_500,20,0.04751528535269042,0.0834961934418316,0.16365253914598993,-0.11538303680834265,0.20157542819178928,False
wind_drift,sarsa_lambda,postchange_regret_2000,20,0.033203078241080534,0.046889688484147346,0.0919037894289288,-0.057704840820099884,0.12260781047304327,False
wind_drift,sarsa_lambda,tail_dynamic_regret,20,0.03139526669147194,0.04985063322427927,0.09770724111958737,-0.06634528717136973,0.12580785541932554,False
wind_drift,latest_dyna,mean_normalized_dynamic_regret,20,-0.02751914638705221,0.13075747004167446,0.25628464128168194,-0.2815042485147725,0.2237881538607274,False
