scenario,method,n,mean_normalized_dynamic_regret_mean,mean_normalized_dynamic_regret_se,mean_normalized_dynamic_regret_ci95,postchange_regret_500_mean,postchange_regret_500_se,postchange_regret_500_ci95,postchange_regret_2000_mean,postchange_regret_2000_se,postchange_regret_2000_ci95,tail_dynamic_regret_mean,tail_dynamic_regret_se,tail_dynamic_regret_ci95,tail_model_error_mean,tail_model_error_se,tail_model_error_ci95,tail_preferred_goal_fraction_mean,tail_preferred_goal_fraction_se,tail_preferred_goal_fraction_ci95,stream_average_reward_mean,stream_average_reward_se,stream_average_reward_ci95,elapsed_seconds_mean,elapsed_seconds_se,elapsed_seconds_ci95
wind_drift,q_learning,20,0.6735387566624572,0.08577774382975395,0.16812437790631773,0.3320526510082447,0.06405845849038723,0.12555457864115896,0.24544327814558448,0.03661917015686185,0.07177357350744923,0.22983338439582396,0.04068432327369433,0.07974127361644089,nan,nan,nan,0.6178287242058264,0.09557446233390451,0.18732594617445283,0.18359949999994993,0.04038610412017518,0.07915676407554335,7.090790515160188,0.1713820035602306,0.33590872697805196
wind_drift,sarsa_lambda,20,0.7596587223796383,0.07868650162432735,0.1542255431836816,0.3795679363609351,0.06177865144784198,0.12108615683777028,0.278646356386665,0.0341674440501902,0.06696819033837279,0.2612286510872959,0.0394455829146989,0.07731334251280984,nan,nan,nan,0.4562417923956385,0.09813232274366342,0.19233935257758028,0.1531458749999594,0.03931222471924691,0.07705196044972394,7.554680262459442,0.19832028689148157,0.38870776230730386
wind_drift,latest_dyna,20,0.646019610275405,0.08947821776272513,0.17537730681494126,0.34175316845019066,0.05911483252999906,0.11586507175879815,0.24527478852929385,0.03574719871405768,0.07006450947955306,0.22341871407621988,0.04184998631537974,0.08202597317814429,0.4653571507551021,0.029690404685802047,0.05819319318417201,0.556485513064655,0.08725339491966322,0.1710166540425399,0.18308349999994922,0.04018274089909155,0.07875817216221945,11.958446755306795,0.2509368303137506,0.4918361874149511
wind_drift,empirical_dyna,20,0.6439345959680314,0.09666766765513997,0.18946862860407435,0.3537422271875292,0.06336664881173457,0.12419863167099975,0.24774879421091295,0.038920369850551514,0.07628392490708097,0.22884023018424626,0.04102022933511198,0.08039964949681948,0.3773968803000588,0.03463424516321221,0.06788312051989592,0.5545160005182195,0.10295929196618657,0.20180021225372569,0.17395362499995343,0.041064416483933545,0.08048625630850975,14.651589281763881,0.309845911041766,0.6072979856418613
wind_drift,ema_dyna,20,0.6661409770809648,0.09509662834817866,0.18638939156243017,0.35248089502387175,0.06318653309205359,0.12384560486042503,0.24452358036707902,0.03981136641370195,0.07803027817085582,0.24980957284062488,0.04134946151347969,0.0810449445664202,0.3877200719430474,0.035630718790288014,0.0698362088289645,0.678173418017168,0.10860220577884823,0.21286032332654253,0.1661693749999536,0.04132070026300541,0.0809885725154906,14.471226690104231,0.3116458709761065,0.6108259071131688
wind_drift,prioritized_ema,20,0.6122638251703061,0.0941744702474982,0.18458196168509647,0.3299061875032389,0.06098373204085461,0.11952811480007504,0.23136130578910902,0.03857465908244958,0.07560633180160117,0.2272589821212382,0.041221570095228574,0.080794277386648,0.3695438287480138,0.033256844253486476,0.06518341473683349,0.5454647969551816,0.08573777857161168,0.16804604600035888,0.1875623749999486,0.040762565612467404,0.07989462860043611,61.64606070364825,2.120609867460412,4.156395340222407
wind_drift,cafd_uniform,20,0.26352056421415765,0.0073197109331202105,0.014346633428915612,0.06666351063951896,0.0037472706880806394,0.007344650548638053,0.08712639316827245,0.004981194147397994,0.00976314052890007,0.07291814659168289,0.0037297094865755896,0.007310230593688155,0.04016307577521443,0.0010100016654740831,0.001979603264329203,0.7291241443741442,0.03492834923560103,0.06845956450177802,0.34726362499990104,0.0016610317762392433,0.0032556222814289167,26.188248385768382,0.6261769972403889,1.2273069145911621
wind_drift,cafd_lite,20,0.23315755007357208,0.004619686813987272,0.009054586155415054,0.05928496582472067,0.003917175178146176,0.007677663349166505,0.0654020126870516,0.005567373036066543,0.010912051150690423,0.06795373593268447,0.004494173801609488,0.008808580651154595,0.03769060655796839,0.0008595872115602282,0.0016847909346580472,0.6697911165579435,0.03472224768054846,0.06805560545387498,0.3558197499998987,0.0013466549676783956,0.0026394437366496553,56.10885236975737,0.7169182990346524,1.4051598661079188
wind_drift,cafd_surprise,20,0.22871485987409934,0.003580976290704921,0.007018713529781645,0.060567369182151595,0.003804062690048567,0.007455962872495191,0.07308599314359379,0.005234828039197561,0.01026026295682722,0.0602730379476509,0.00261580981023237,0.005126987228055446,0.09141155492367098,0.001964988180143102,0.0038513768330804793,0.6131084332334333,0.01990208066145479,0.03900807809645138,0.3565778749999007,0.0010225716625732871,0.0020042404586436426,54.49797197869047,0.7870998747098398,1.542715754431286
wind_drift,oracle_dyna,20,0.2369582129050023,0.005711097289378008,0.011193750687180894,0.052815979629043844,0.0030317895292140975,0.005942307477259631,0.06592298874263172,0.005565931999422603,0.010909226718868303,0.06484511680472187,0.003237445936770419,0.006345394036070021,0.0,0.0,0.0,0.6464283456927687,0.02062609846878232,0.040427152998813345,0.35629712499989924,0.0011576326267512223,0.0022689599484323956,21.191931882174686,0.546031792227596,1.0702223127660881
